entity_id,timestamp,source_ip,geo_location,auth_method,auth_result,resource_accessed,device_id,mac_address,os_version,data_downloaded,command_sequence,label
E001,2026-08-18 11:41:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,39.44,"['Code Repository', 'Development Server', 'Monitoring System']",normal
E001,2026-08-18 12:31:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,37.11,"['Development Server', 'Code Repository', 'Monitoring System']",normal
E001,2026-08-19 13:29:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,18.17,"['Development Server', 'Documentation Portal', 'Monitoring System']",normal
E001,2026-08-19 14:26:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,45.45,"['Code Repository', 'Documentation Portal', 'Development Server']",normal
E001,2026-08-19 17:30:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,42.38,"['Development Server', 'Documentation Portal']",normal
E001,2026-08-19 18:45:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,4.13,"['Documentation Portal', 'Development Server', 'Code Repository']",normal
E001,2026-08-20 11:17:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,29.31,"['Code Repository', 'Documentation Portal', 'Monitoring System']",normal
E001,2026-08-20 12:24:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,21.57,"['Development Server', 'Code Repository', 'Monitoring System']",normal
E001,2026-08-20 12:55:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,11.5,"['Monitoring System', 'Documentation Portal']",normal
E001,2026-08-20 13:58:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,15.7,"['Code Repository', 'Documentation Portal']",normal
E001,2026-08-20 16:21:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,23.77,['Development Server'],normal
E001,2026-08-20 18:47:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,37.25,"['Documentation Portal', 'Code Repository']",normal
E001,2026-08-21 10:18:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,28.12,"['Development Server', 'Documentation Portal']",normal
E001,2026-08-21 12:28:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,47.06,"['Development Server', 'Documentation Portal']",normal
E001,2026-08-21 14:52:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,28.94,['Documentation Portal'],normal
E001,2026-08-21 14:53:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,5.5,"['Code Repository', 'Development Server', 'Documentation Portal']",normal
E001,2026-08-21 17:55:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,42.27,"['Development Server', 'Code Repository', 'Documentation Portal']",normal
E001,2026-08-21 18:30:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,35.16,"['Code Repository', 'Documentation Portal']",normal
E001,2026-08-22 15:35:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,7.25,"['Monitoring System', 'Development Server', 'Code Repository']",normal
E001,2026-08-22 15:55:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,26.57,"['Monitoring System', 'Documentation Portal']",normal
E001,2026-08-22 17:59:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,15.65,"['Development Server', 'Monitoring System']",normal
E001,2026-08-22 18:24:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,30.93,"['Development Server', 'Documentation Portal', 'Code Repository']",normal
E001,2026-08-23 13:36:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,22.16,"['Documentation Portal', 'Code Repository']",normal
E001,2026-08-23 16:02:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,5.63,"['Monitoring System', 'Code Repository', 'Documentation Portal']",normal
E001,2026-08-23 16:14:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,49.22,['Development Server'],normal
E001,2026-08-24 10:08:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,10.64,['Code Repository'],normal
E001,2026-08-24 12:31:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,0.49,"['Monitoring System', 'Development Server', 'Code Repository']",normal
E001,2026-08-24 16:24:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,11.58,"['Code Repository', 'Development Server', 'Documentation Portal']",normal
E001,2026-08-24 17:45:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,23.04,['Code Repository'],normal
E001,2026-08-25 11:55:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,35.5,"['Code Repository', 'Development Server']",normal
E001,2026-08-25 12:26:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,16.31,"['Monitoring System', 'Code Repository', 'Documentation Portal']",normal
E001,2026-08-25 15:55:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,5.38,"['Monitoring System', 'Code Repository']",normal
E001,2026-08-25 17:00:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,15.58,"['Documentation Portal', 'Monitoring System']",normal
E001,2026-08-25 17:06:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,31.7,"['Documentation Portal', 'Monitoring System', 'Code Repository']",normal
E001,2026-08-25 18:58:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,7.41,['Documentation Portal'],normal
E001,2026-08-26 11:30:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,32.81,['Monitoring System'],normal
E001,2026-08-26 14:21:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,38.02,"['Code Repository', 'Monitoring System']",normal
E001,2026-08-26 16:41:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,3.51,"['Code Repository', 'Documentation Portal']",normal
E001,2026-08-27 15:54:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,3.8,"['Monitoring System', 'Development Server']",normal
E001,2026-08-27 18:24:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,14.43,"['Development Server', 'Code Repository', 'Documentation Portal']",normal
E001,2026-08-28 11:15:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,47.72,"['Development Server', 'Documentation Portal', 'Monitoring System']",normal
E001,2026-08-28 14:14:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,25.12,['Monitoring System'],normal
E001,2026-08-28 17:55:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,41.89,"['Development Server', 'Code Repository', 'Monitoring System']",normal
E001,2026-08-28 18:02:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,21.94,"['Documentation Portal', 'Monitoring System']",normal
E001,2026-08-29 11:28:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,19.43,"['Development Server', 'Code Repository']",normal
E001,2026-08-29 16:06:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,4.82,"['Monitoring System', 'Documentation Portal', 'Code Repository']",normal
E001,2026-08-30 10:02:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,29.18,['Code Repository'],normal
E001,2026-08-30 14:57:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,34.95,"['Documentation Portal', 'Code Repository']",normal
E001,2026-08-30 15:50:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,18.9,"['Documentation Portal', 'Code Repository']",normal
E001,2026-08-31 14:22:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,21.23,"['Development Server', 'Documentation Portal']",normal
E001,2026-08-31 14:27:48,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,0.0,"['Documentation Portal', 'Inventory System', 'Analytics Portal']",lateral_movement
E001,2026-08-31 14:28:42,10.28.25.113,"(18.5204, 73.8567)",password,success,Inventory System,DEV001,66:be:fd:06:93:39,Windows 11,0.0,"['Documentation Portal', 'Inventory System', 'Analytics Portal']",lateral_movement
E001,2026-08-31 14:38:03,10.28.25.113,"(18.5204, 73.8567)",password,success,Analytics Portal,DEV001,66:be:fd:06:93:39,Windows 11,0.0,"['Documentation Portal', 'Inventory System', 'Analytics Portal']",lateral_movement
E001,2026-08-31 15:27:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,10.79,"['Documentation Portal', 'Development Server']",normal
E001,2026-09-01 12:10:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,14.86,['Development Server'],normal
E001,2026-09-01 13:33:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,30.94,"['Monitoring System', 'Development Server', 'Code Repository']",normal
E001,2026-09-01 16:36:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,38.58,['Monitoring System'],normal
E001,2026-09-02 11:39:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,33.85,['Monitoring System'],normal
E001,2026-09-02 13:31:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,39.21,['Documentation Portal'],normal
E001,2026-09-02 16:39:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,39.24,['Code Repository'],normal
E001,2026-09-03 10:57:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,14.16,"['Monitoring System', 'Development Server']",normal
E001,2026-09-03 12:14:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,7.01,"['Development Server', 'Code Repository']",normal
E001,2026-09-03 14:29:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,27.77,['Development Server'],normal
E001,2026-09-03 14:42:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,8.1,"['Documentation Portal', 'Monitoring System']",normal
E001,2026-09-03 17:40:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,11.18,"['Code Repository', 'Development Server']",normal
E001,2026-09-03 17:57:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,25.15,['Monitoring System'],normal
E001,2026-09-04 11:28:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,1.51,['Code Repository'],normal
E001,2026-09-04 14:40:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,14.42,"['Documentation Portal', 'Code Repository']",normal
E001,2026-09-04 15:37:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,0.36,['Development Server'],normal
E001,2026-09-04 18:10:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,7.56,"['Monitoring System', 'Development Server', 'Documentation Portal']",normal
E001,2026-09-05 13:24:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,2.48,"['Monitoring System', 'Development Server']",normal
E001,2026-09-05 14:12:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,25.04,"['Development Server', 'Code Repository', 'Monitoring System']",normal
E001,2026-09-05 14:29:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,0.18,"['Documentation Portal', 'Code Repository']",normal
E001,2026-09-05 16:54:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,33.44,"['Code Repository', 'Development Server', 'Monitoring System']",normal
E001,2026-09-05 17:06:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,2.27,"['Code Repository', 'Documentation Portal']",normal
E001,2026-09-06 10:36:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,3.47,['Development Server'],normal
E001,2026-09-06 10:58:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,17.68,"['Documentation Portal', 'Code Repository']",normal
E001,2026-09-06 14:01:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,23.98,['Documentation Portal'],normal
E001,2026-09-06 14:44:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,47.19,['Code Repository'],normal
E001,2026-09-06 15:36:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,10.05,['Code Repository'],normal
E001,2026-09-06 16:17:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,49.46,"['Monitoring System', 'Documentation Portal', 'Development Server']",normal
E001,2026-09-07 13:38:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,43.12,['Code Repository'],normal
E001,2026-09-07 13:39:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,18.46,"['Monitoring System', 'Documentation Portal']",normal
E001,2026-09-07 14:43:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,24.86,"['Code Repository', 'Monitoring System']",normal
E001,2026-09-07 14:49:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,36.38,['Monitoring System'],normal
E001,2026-09-07 15:14:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,16.13,['Code Repository'],normal
E001,2026-09-07 17:53:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,30.17,"['Documentation Portal', 'Code Repository']",normal
E001,2026-09-08 10:19:00,10.28.25.113,"(18.5204, 73.8567)",biometric,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,2.21,"['Monitoring System', 'Documentation Portal']",normal
E001,2026-09-08 11:57:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,31.91,"['Documentation Portal', 'Development Server']",normal
E001,2026-09-08 17:02:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,33.94,"['Development Server', 'Monitoring System']",normal
E001,2026-09-09 12:05:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,32.29,"['Monitoring System', 'Code Repository']",normal
E001,2026-09-09 13:08:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,33.99,"['Code Repository', 'Documentation Portal']",normal
E001,2026-09-09 14:20:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Monitoring System,DEV001,66:be:fd:06:93:39,Windows 11,26.52,"['Code Repository', 'Monitoring System']",normal
E001,2026-09-09 15:46:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,5.76,"['Documentation Portal', 'Monitoring System', 'Code Repository']",normal
E001,2026-09-09 16:11:00,10.28.25.113,"(18.5204, 73.8567)",password,success,Code Repository,DEV001,66:be:fd:06:93:39,Windows 11,13.09,"['Documentation Portal', 'Code Repository']",normal
E001,2026-09-09 18:56:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,49.93,['Development Server'],normal
E001,2026-09-10 12:16:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,22.66,"['Monitoring System', 'Development Server', 'Documentation Portal']",normal
E001,2026-09-10 14:53:00,10.28.25.113,"(18.5204, 73.8567)",SSO,success,Development Server,DEV001,66:be:fd:06:93:39,Windows 11,27.54,"['Code Repository', 'Development Server']",normal
E001,2026-09-10 17:51:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,25.49,['Documentation Portal'],normal
E001,2026-09-10 18:32:00,10.28.25.113,"(18.5204, 73.8567)",MFA,success,Documentation Portal,DEV001,66:be:fd:06:93:39,Windows 11,24.75,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-12 09:04:00,172.22.243.142,"(28.6139, 77.209)",SSO,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,28.72,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-12 10:39:00,172.22.243.142,"(28.6139, 77.209)",SSO,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,40.25,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-12 12:25:00,172.22.243.142,"(28.6139, 77.209)",password,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,22.17,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-12 14:49:00,172.22.243.142,"(28.6139, 77.209)",MFA,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,13.63,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-12 14:52:00,172.22.243.142,"(28.6139, 77.209)",password,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,29.38,['Code Repository'],normal
E002,2026-08-12 15:33:00,172.22.243.142,"(28.6139, 77.209)",MFA,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,2.72,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-13 09:08:00,172.22.243.142,"(28.6139, 77.209)",password,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,6.96,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-13 09:28:00,172.22.243.142,"(28.6139, 77.209)",biometric,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,10.05,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-13 10:56:00,172.22.243.142,"(28.6139, 77.209)",password,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,4.56,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-13 13:41:00,172.22.243.142,"(28.6139, 77.209)",MFA,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,41.9,['Documentation Portal'],normal
E002,2026-08-13 15:43:00,172.22.243.142,"(28.6139, 77.209)",biometric,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,37.48,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-13 16:22:00,172.22.243.142,"(28.6139, 77.209)",SSO,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,5.45,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-14 08:53:00,172.22.243.142,"(28.6139, 77.209)",biometric,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,6.8,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-14 09:33:00,172.22.243.142,"(28.6139, 77.209)",MFA,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,16.6,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-14 10:19:00,172.22.243.142,"(28.6139, 77.209)",MFA,failure,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,16.92,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-14 10:27:00,172.22.243.142,"(28.6139, 77.209)",biometric,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,25.81,['Documentation Portal'],normal
E002,2026-08-14 10:49:00,172.22.243.142,"(28.6139, 77.209)",password,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,7.12,"['Code Repository', 'Documentation Portal']",normal
E002,2026-08-14 16:58:00,172.22.243.142,"(28.6139, 77.209)",SSO,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,22.39,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-15 10:20:00,172.22.243.142,"(28.6139, 77.209)",password,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,18.04,['Code Repository'],normal
E002,2026-08-15 11:22:00,172.22.243.142,"(28.6139, 77.209)",password,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,8.07,"['Documentation Portal', 'Code Repository']",normal
E002,2026-08-15 16:57:00,172.22.243.142,"(28.6139, 77.209)",SSO,success,Documentation Portal,DEV002,44:b3:ab:80:ed:0a,Windows 11,11.12,['Documentation Portal'],normal
E002,2026-08-16 09:16:00,172.22.243.142,"(28.6139, 77.209)",MFA,success,Code Repository,DEV002,44:b3:ab:80:ed:0a,Windows 11,49.44,"['Documentation Portal', 'Code Repository']",normal
